,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video
1217,UC1VYb0EKcZuy9rG3q0VR57Q,todrickhall,United States,Entertainment,5/27/2006,2831183,472
1218,UCSCB1IQUmNa8Gn5VfSUAUpg,Ludmilla,-,Music,6/9/2014,2830384,63
1219,UCUWhWgXOjE1ET2CRRtgcnQw,Oli White,Great-Britain,Entertainment,8/23/2012,2829657,276
1220,UCwipTluVS2mjuhPtx2WU7eQ,ÐÐ¸Ð¼Ð° ÐÐ°ÑÐ»ÐµÐ½Ð½Ð¸ÐºÐ¾Ð²,-,Entertainment,3/9/2014,2829196,198
1221,UCLysbxhOO_JPOPgcsPCMb8w,Niana Guerrero,Philippines,Entertainment,4/11/2013,2826545,71
1222,UCt8CdzMEoTie3iix3KmvV7A,GameSprout,Great-Britain,Gaming,5/16/2011,2826030,1980
1223,UC1IELV_s2HyyG3ZOj1l0hdQ,D&B Nation,United States,Entertainment,3/11/2016,2825839,143
1224,UCXGgrKt94gR6lmN4aN3mYTg,Austin Evans,United States,Science & Technology,8/5/2007,2824961,1386
1225,UC6LK7y-DCCeKU3fj3zuZihw,Juxiis,MÃ©xico,Gaming,10/16/2012,2822894,96
1226,UCe_Fx4EZAgKjDz0aQ_Y7hSA,Got Talent Global,Great-Britain,Entertainment,1/31/2013,2820691,774
1227,UCc-YCLZsBzb3tytzEDToZVw,Finger Family Songs,India,Education,8/2/2014,2820340,251
1228,UCKvK7UlEj1gK1BEQ1TFyuCQ,TwinzTV,-,Entertainment,2/22/2014,2820264,197
1229,UCZ90tZPn-ue2BmRAcDD88tA,Amanda Steele,-,Howto & Style,1/4/2010,2819453,399
1230,UChd1FPXykD4pust3ljzq6hQ,Thinknoodles,United States,Gaming,12/15/2011,2818656,3278
1231,UCVnah-S-sByndtg9cHBxlOA,World of Tanks. ÐÑÐ¸ÑÐ¸Ð°Ð»ÑÐ½ÑÐ¹ Ð²Ð¸Ð´ÐµÐ¾ÐºÐ°Ð½Ð°Ð»,-,Gaming,5/19/2009,2818130,1250
1232,UCCmXcYtA4T9wxc3vmbGFxRA,MCDAVO,MÃ©xico,Music,10/3/2011,2817045,73
1233,UChqkGBwUjV9uFOEpVF1Yd5g,KiDMax BR,Brazil,Comedy,11/24/2016,2816180,35
1234,UC1N_Yuz6eHkX39hb1qtrtkQ,Shady Srour,Egypt,Entertainment,11/3/2013,2812123,118
1235,UCH6xp2Jln9OlWV8s9ldvXdg,Burak Oyunda,Turkey,Gaming,7/24/2009,2811038,1774
1236,UC9HnKwLco0wfmmHJT4KOjJw,keshaVEVO,-,Music,9/2/2009,2810732,40
1237,UCYK4l11zx3-dN1gNg1DMOIg,PokeyBR,Brazil,Entertainment,3/19/2015,2810185,1538
1238,UCR6g32TTJcIRwn71M9lPd-g,Kyutie,Australia,Entertainment,6/20/2010,2807941,1037
1239,UCZbgt7KIEF_755Xm14JpkCQ,Barbixas,Brazil,Comedy,11/29/2007,2803224,719
1240,UCHhfSXoDG6gSgpOvLH4wrRw,Behzinga,Great-Britain,Gaming,2/24/2012,2802665,737
1241,UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,India,Entertainment,3/15/2010,2801927,55446
1242,UC-Kw2wQSm9O5klQtzBuDE9w,Its OZX,Saudi Arabia,Entertainment,3/29/2014,2799095,160
1243,UCmAhUhCZbPq8RTt9dT9RE2w,SevenPerfectAngels,Great-Britain,Entertainment,12/20/2010,2796689,1215
1244,UCdTWvzwNIeZxSNZ_oWvnBbQ,Inutilismo,Brazil,People & Blogs,12/11/2013,2796270,262
1245,UCBdw4dLCLLHmTgAOnW4V0hQ,The Rock,United States,Entertainment,11/24/2005,2794114,127
1246,UCGzGbfhdFsjP1yfJUEpSvWg,KYLE HANAGAMI,United States,Entertainment,8/12/2009,2788688,102
1247,UCW9wAlHYNUyauqIZVE46FmA,BlackMVEVO,-,Music,8/26/2013,2788598,109
1248,UCMsOddzQMnasFJtVx-CUdmg,Roberta Pupi,Brazil,Entertainment,10/18/2011,2787014,189
1249,UCuZeiI5pdpgqDojXZujoYgg,ÐÐ¾Ð·Ð·Ð¸,-,Gaming,5/17/2012,2784757,1316
1250,UC6UivEazQiqegYyG_ZT_ZWg,Fichis In The House,-,Entertainment,10/2/2013,2781344,219
1251,UCanCMSBvZLmv4B6XN73BTEQ,Porta,-,Music,2/28/2012,2781097,218
1252,UCWTFQQCg8Rn8LpOBbyiU0IA,Depois das Onze,Brazil,Comedy,9/9/2013,2781083,320
1253,UCWV3obpZVGgJ3j9FVhEjF2Q,Real Madrid C.F.,-,Sports,4/5/2006,2778277,4371
1254,UCzco9CewPf0F-SP1p6LhWrw,Gigi Gorgeous,Canada,Howto & Style,7/7/2008,2776436,461
1255,UCtI6_1vGanPlH5lgVIDjJGQ,MrAntoineDaniel,France,Comedy,3/1/2012,2776019,81
1256,UCDj64sior23IP_7xLe8R7sg,Warner Bros. Records,-,Music,9/18/2006,2775823,944
1257,UCmR-oFhgGGe-dCRiDg2ysLw,waveya2011,"Korea, Republic of",Entertainment,1/18/2011,2775242,414
1258,UCD0nBMLdq_KbIK9u-mzpNkA,BeFiT,United States,Howto & Style,8/12/2006,2773155,1166
1259,UCqnFo90nZIcOxbfMekqnKiQ,JUCA,-,Autos & Vehicles,1/6/2014,2769821,250
1260,UCAsMIu8JRvINkUa09iyS2Cw,all4tubekids,-,People & Blogs,11/9/2007,2767782,953
1261,UCE5dBnwxi9DS7-Ff_VEnITA,Big Russian Boss Show,Russian Federation,Entertainment,6/30/2016,2761116,121
1262,UCVrrU-Z0cxcVIX9uq40LoqA,Gona89,EspaÃ±a,Gaming,10/19/2006,2759800,3805
1263,UCWpk9PSGHoJW1hZT4egxTNQ,Ruhi Ãenet VideolarÄ±,Turkey,Education,9/19/2012,2758970,230
1264,UCVtL1edhT8qqY-j2JIndMzg,CineFix,United States,Entertainment,6/24/2006,2755723,1901
1265,UCR0It5-1cif1cMKBUtUW8pg,Mastersaint,Australia,Gaming,2/11/2015,2755514,90
1266,UC6lkm6rGYSOD8VhDyCXYJyw,JoshPalerLin,United States,People & Blogs,1/1/2010,2754968,93
1267,UCpbOjOjnLBXpi0AzruoJYIA,Druzhko Show,Russian Federation,People & Blogs,4/22/2017,2751360,43
1268,UCgPClNr5VSYC3syrDUIlzLw,Adult Swim,United States,Entertainment,3/3/2006,2751223,8433
1269,UCnsa7fw1hZHP5qvf8zVGnvA,TroyeSivanVEVO,-,Music,7/14/2014,2749345,51
1270,UCIIDymHgUB6wD91-h8wlZdQ,Enjoykin,-,Music,7/20/2012,2748245,45
1271,UCZOnSuO8tWFXLp8a828lgtA,Toy Candy,United States,Education,4/20/2014,2742839,169
1272,UCdgDIIKpFlpHB1L0LZnh5EQ,ÐÑÐ½ÑÐ¸Ðº,Russian Federation,Film and Animation,2/13/2007,2741623,683
1273,UCu2yrDg7wROzElRGoLQH82A,Cryaotic,-,Gaming,3/14/2006,2741470,2087
1274,UCDPK_MTu3uTUFJXRVcTJcEw,Mcfly & Carlito,France,Entertainment,12/19/2012,2741319,146
1275,UCK7IIV6Q2junGSdYK3BmZMg,TMZ,-,Entertainment,4/10/2006,2740665,26013
1276,UCutJqz56653xV2wwSvut_hQ,æ±æµ·ãªã³ã¨ã¢,Japan,Comedy,10/13/2013,2739828,933
1277,UC5VnC5l4dkFR0oVaPL_en2A,VenturianTale,United States,Gaming,1/16/2013,2737304,3078
1278,UCKNaHR0S6SES9qgsD3AhR-A,ToysYJuguetesTV,-,Entertainment,2/25/2014,2735817,489
1279,UCVEbcFWM43PS-d5vaSKUMng,Realm Games,United States,Gaming,8/2/2010,2734672,7450
1280,UCtrjFP7i92_30uv6IehwE5Q,CadÃª a chave?,Brazil,Entertainment,12/9/2013,2729150,1166
1281,UCHB_4-REdi-Ee5WwcijIJFQ,Raissa Chaddad,Brazil,Entertainment,7/23/2014,2727313,209
1282,UCYxrnDjNQZIs_aAcdhqSveg,Rob Dyke,United States,Entertainment,9/10/2012,2726700,501
1283,UCqOoboPm3uhY_YXhvhmL-WA,Discovery,-,Entertainment,12/13/2006,2725896,7557
1284,UC4--4wQMv4SCY5gGFnGNo2w,KuDo ToysReview,Japan,Entertainment,8/5/2013,2725529,57
1285,UCFns-k9UgOhVRnKHdynzU2A,Simple Pickup,-,Comedy,2/10/2011,2725227,109
1286,UCtAUHu0stm1w5Sw_m1CaIKw,Thunayyan Khalid,Canada,Entertainment,7/28/2010,2724678,403
1287,UC4tS4Q_Cno5JVcIUXxQOOpA,Ricis Official,Indonesia,Entertainment,1/15/2016,2722059,203
1288,UC_GqWT9zKoeu0Jkv4KFpn9g,Sonotek Haryanvi,India,Music,4/1/2015,2721227,5673
1289,UCHwBjRoGO1V-H8QYXjSVHkQ,Toys And Little Gaby,Great-Britain,Entertainment,10/6/2012,2719641,130
1290,UCf9WY_e35w2UV3LDLKX2jQw,NachoVEVO,-,Music,4/10/2017,2718720,8
1291,UC6y5H1pATiIrmXByyqnatFA,Flavia Pavanelli,Brazil,Howto & Style,1/28/2013,2718228,232
1292,UCgWTcPsEX0VczNmuHs5eo_Q,La Bala,-,People & Blogs,9/10/2015,2716803,120
1293,UCyyGJDITMRC0DbxMJQdG3aA,Mauro Nakada,Brazil,Entertainment,4/14/2012,2715824,203
1294,UCDwbDyYQGQuLcyr0_gv1IeQ,ÙÙØ§ÙØ© Ø¨Ø·ÙØ® | Melon City Show,Iraq,Comedy,1/30/2016,2714637,604
1295,UC6cqazSR6CnVMClY0bJI0Lg,BadComedian,-,Comedy,2/24/2011,2711455,166
1296,UCAN9EtZF6VbQDUUz6OiUxqA,NOVRITSCH,Austria,Gaming,2/7/2012,2710863,259
1297,UCSHSIx0CttXzzuT3YLVZC7Q,wuant,Portugal,Entertainment,1/11/2012,2708186,1393
1298,UCfeNmPbGRF6dkPt04HIl25A,iBlali,Germany,Comedy,4/28/2011,2706033,446
1299,UCByWJsWPztkY3Rta2B62tgg,HugoPOSAY,France,Entertainment,5/10/2011,2704229,277
1300,UC_5niPa-d35gg88HaS7RrIw,Disney,-,Entertainment,2/11/2012,2698113,674
1301,UCJQcOj0yUAef9Wq6wE7OWVA,Moo,United States,Gaming,5/29/2011,2693204,689
1302,UCM9r1xn6s30OnlJWb-jc3Sw,xxxtentacion,-,Music,6/23/2015,2692548,30
1303,UCfWtqPyBMG_7i33OeeNsZZw,GermanLetsPlay,Germany,Gaming,11/13/2010,2689799,6493
1304,UC18NaGQLruOEw65eQE3bNbg,Dota Watafak,United States,Gaming,1/31/2013,2688899,652
1305,UCmSIwuk48zWJqpEOwn5fhVQ,Julia Gilman,-,Howto & Style,7/2/2011,2688660,293
1306,UC8iUibZSmsa5kCfkCCbb35A,OmskoeTV,-,Entertainment,2/20/2012,2686447,410
1307,UCRxAbWkaLIVlyOy3N9QHm6w,Kevinho,Brazil,Music,10/7/2014,2684030,34
1308,UCRRu9OXVYd5clj2Bs29gUVQ,ZÃ© Neto e Cristiano,Brazil,Music,4/3/2012,2681834,86
1309,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,United States,News & Politics,11/20/2013,2681485,2784
1310,UC4Jw36rrtdMdW99PeCtNwxA,Vanh Leg,Viet Nam,Entertainment,3/15/2011,2680125,84
1311,UCz9yS18zJGQObwUL_K-ICnw,KarolGVEVO,-,Music,1/11/2016,2679141,19
1312,UCGwC98aVFnR2vgWldNJg-Cw,NiceNienke,Nederland,Entertainment,5/4/2012,2678192,124
1313,UCxAICW_LdkfFYwTqTHHE0vg,MTV,-,Entertainment,11/22/2005,2677821,5445
1314,UCUjrDJokSX8JavRwy5iUOkA,Franco Escamilla,-,Comedy,10/19/2007,2677634,499
1315,UCEaReYkPVfExkfXptk0bSPw,Crainer,Denmark,Gaming,2/22/2014,2677304,1724
1316,UCtXuWXsd7TYXwX2ZNLXfojg,pellekofficial,Norway,Entertainment,2/11/2011,2673112,452
1317,UCuQ9PbS08dQJNWfwjQE-Fnw,Annie LeBlanc,United States,Entertainment,10/21/2008,2671237,226
1318,UCYLlkv4hivYJlOk6Lo-RHNQ,Wave Music - Bhojpuri,India,Music,8/10/2014,2670446,10431
1319,UCM44x9uWlx__9M9Y2IFhxzQ,HiMan,-,People & Blogs,10/16/2014,2668563,339
1320,UCLlMiPx_v5jFahvImDu_EFQ,Basim Karbalaei / Ø¨Ø§Ø³Ù Ø§ÙÙØ±Ø¨ÙØ§Ø¦Ù,Kuwait,People & Blogs,8/7/2013,2667660,605
1321,UCp5YGcQP2E0YKViVfl7jKTw,Sierra Furtado,Canada,Howto & Style,10/24/2012,2667338,174
1322,UCZs0WwC0Dn_noiQE2BHSTKg,Alejo Igoa,-,Comedy,1/17/2014,2665652,132
1323,UC7RGwnsSAEClqqxJ9MxUhyQ,Lucas,-,Comedy,7/19/2005,2662238,372
1324,UC8DA3ySHaLzyhkYHZANpVOA,Wolff,Brazil,Entertainment,6/30/2012,2661581,4377
1325,UC8aTvyjY38Qf5rS1xBOWI3w,Gregory Kessey,Brazil,Entertainment,7/21/2009,2660066,73
1326,UCHrHJ9PDhruY9XF5WXJ4a7g,Dankev,-,Entertainment,8/30/2014,2659772,261
1327,UChFzJ0bYwztKa4H4oF8fOvw,Jannine Weigel,Thailand,Music,2/22/2013,2659243,288
1328,UCPX53dr-NSKoXspKmXanbCw,ÐÐ¸Ð´ [VyacheslavOO],Russian Federation,Gaming,12/21/2012,2657968,799
1329,UCYYWb4JJpGZt7XhL9qxD2Tg,PepeProblemas,MÃ©xico,People & Blogs,3/14/2014,2657041,314
1330,UCOzqhzAIw4JTJIMkDTfLnkg,Paluten,Germany,Gaming,10/17/2012,2654031,4217
1331,UCLeuoGy_hUDTBf5Hk0ynrpQ,DisneyChannelUK,Great-Britain,Entertainment,12/6/2007,2653316,2428
1332,UC_eQfAQjj6mYj92l3SBmIdg,harlem fetty,United States,Music,10/10/2012,2652740,103
1333,UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,-,Howto & Style,2/28/2014,2651056,309
1334,UCOdTRzlGI895eAJvuBdGgpg,Inemafoo,Brazil,Gaming,2/4/2013,2650869,2276
1335,UCBwSufNse8VMBvQM_rCSvgQ,Morgz,Great-Britain,Entertainment,6/10/2014,2650506,447
1336,UC54gPkG3GEwFNDxxueq5__A,KC Toys,United States,Education,4/10/2015,2649769,74
1337,UCQGRpfoyf2yNcDdBAxjgL7g,Learn  Colors Show,United States,Entertainment,4/28/2017,2643338,45
1338,UCvtRTOMP2TqYqu51xNrqAzg,Brawadis,United States,People & Blogs,4/3/2015,2642962,846
1339,UCQD3awTLw9i8Xzh85FKsuJA,SovietWomble,Great-Britain,Gaming,6/26/2011,2641164,166
1340,UCAgx4HcQIYn9lM0rhtIuH9w,HZHtube Kids Fun,Canada,Entertainment,11/24/2015,2640800,120
1341,UC7trU46U_9XPDtMnDbiDPUQ,FaZe Jev,-,Gaming,10/18/2009,2637612,1605
1342,UCN_Z8opuzjAj5idTeeBpJ8w,TerrorBionic,Brazil,Gaming,2/11/2012,2637490,1221
1343,UCf3L_9odIRo9G2L_-hsb7lg,Pablo AlborÃ¡n,EspaÃ±a,Music,9/20/2010,2636565,136
1344,UCe-2OsbraYSQkqU6J9xjqLg,Luiz1227,Brazil,Gaming,2/1/2014,2636358,1453
1345,UCfwm7uIG6iDl5uWMXyYEqNA,Marcos Coelho,Brazil,Comedy,7/10/2014,2632382,33
1346,UCpk3zQzLnN5WwcA8gRcPgiw,MOLT,-,Gaming,5/24/2013,2630835,2261
1347,UCOug6HHVNWDpnU-m5kDNwvw,Mary Senn,Russian Federation,Entertainment,5/4/2012,2630506,231
1348,UCG7yOZ7cPubnm2J6J8evlhA,WhiteBoy7thst,United States,Gaming,7/1/2009,2626759,2966
1349,UCF5LvuL3cqagGSw6WPTs_tg,Ð£Ð¡ÐÐÐ¨ÐÐÐ¯ ÐÐ Ð£ÐÐÐ,Russian Federation,Music,12/23/2010,2626599,123
1350,UCQ00zWTLrgRQJUb8MHQg21A,Come Play With Me,-,Entertainment,1/24/2014,2625661,161
1351,UCPJHQ5_DLtxZ1gzBvZE99_g,AnthonyPadilla,United States,Comedy,11/28/2006,2625536,81
1352,UCUY6t_N9MyEWu6I0ZXkbtKA,Las Ratitas,-,Entertainment,10/18/2015,2625350,35
1353,UCp07Dwx0hHg3tM1Is8kQy4Q,Filipin is bro,Russian Federation,Gaming,1/24/2011,2624872,2310
1354,UCzbBDiwSF7hOeOzGqXxICzA,JuguetesFelices,-,Entertainment,9/29/2015,2621600,234
1355,UCbVNBFaRkgL-6kg92q1fsYw,Fausto Murillo,-,Sports,8/10/2011,2621468,623
1356,UCpT9kL2Eba91BB9CK6wJ4Pg,TechSmartt,United States,Science & Technology,12/29/2010,2620880,961
1357,UCMxYQX1zaepCgmiSmwbT39w,nickatnyte,United States,Gaming,12/7/2013,2620833,2157
1358,UCzNAswnSN0rZy79clU-DRPg,kipkay,-,Education,1/3/2006,2620348,359
1359,UCqC_GY2ZiENFz2pwL0cSfAw,Green Day,-,Music,10/13/2005,2619408,168
1360,UCiWLfSweyRNmLpgEHekhoAg,ESPN,-,Sports,10/31/2005,2617746,9871
1361,UCOWh_KHdKlbsC6voOzYXhZQ,Guava Juice 2,United States,Entertainment,2/10/2012,2617628,330
1362,UCFcqi7MrlzIp9RMTtUlxE8g,Avenged Sevenfold,-,Music,1/5/2006,2613921,109
1363,UCTbapq48IeDSJwOLAGJkVZg,Daiana HernÃ¡ndez,Argentina,Entertainment,2/1/2008,2613486,253
1364,UCaVOx5GCcSi2ELjWUdf05PA,cid vela,MÃ©xico,Entertainment,4/24/2008,2612497,234
1365,UCfAEEhKikW1676DCa_0OWLA,Sprinkleofglitter,Great-Britain,Howto & Style,1/18/2010,2611789,464
1366,UCeSRjhfeeqIgr--AcP9qhyg,Guinness World Records,Great-Britain,Entertainment,11/21/2006,2611459,1455
1367,UCsm77kEHBDEPgD4Ir3jSRYg,El Reino a Jugar,-,Education,3/3/2015,2611045,190
1368,UCj22tfcQrWG7EMEKS0qLeEg,CarryMinati,India,Comedy,10/30/2014,2610965,139
1369,UCjH5tDM9c1U3vcqgNAL-D1Q,SAH4R SHOW,-,Gaming,5/23/2011,2609549,611
1370,UCaUKfGWDNnZ5wWCogMshVrQ,Yao Cabrera,-,Entertainment,2/24/2015,2608393,109
1371,UCIwspRtKNszHhIhl36gREjQ,ElectronicDesireGE,Brazil,Gaming,4/26/2011,2605913,2519
1372,UCYSrT9w_V_5wpEahYXTeXUw,JP Plays,Brazil,Gaming,10/8/2014,2605907,1515
1373,UCKab3hYnOoTZZbEUQBMx-ww,OfficialNerdCubed,Great-Britain,Gaming,3/20/2011,2605289,2441
1374,UC0DM_mHV2u6dj8ig51GkQwg,eltrece,-,Entertainment,4/13/2014,2602686,72623
1375,UCBKFH7bU2ebvO68FtuGjyyw,Roxxsaurus,Great-Britain,Howto & Style,12/27/2012,2602458,301
1376,UCmIoN2ICieMp1hX2R_VmYkg,IbraTV,France,Entertainment,10/27/2014,2601496,80
1377,UCAMdkor1Nbr3M1ydcKClR0A,JulianSerrano7,Argentina,Comedy,2/3/2011,2601041,146
1378,UCChqsCRFePrP2X897iQkyAA,Kabita's Kitchen,India,Howto & Style,10/7/2014,2593252,441
1379,UCF1Q_zp3Eh3nuEHvMbdKkqg,AlishaMarieVlogs,United States,People & Blogs,7/13/2012,2592527,641
1380,UCgJRL30YS6XFxq9Ga8W2J3A,Mighty Car Mods,Australia,Autos & Vehicles,1/8/2008,2591953,362
1381,UCBJFCOuOaAJTiRhoqmhkVCg,SunnyKidsTV,-,Education,9/17/2013,2591848,34
1382,UCPcynnZcILjm0e2aaaTuCjw,Talking Angela,Great-Britain,Entertainment,9/2/2014,2588626,95
1383,UC7ttiY8KM99aLI79yHT6cAw,HaileeSteinfeldVEVO,-,Music,4/6/2015,2586724,36
1384,UCx6Rp6KfbLK1ro6bWLnI40g,Janoskians,Australia,Comedy,7/7/2011,2586368,171
1385,UC9PZVgJF-mX4aDDzLE4z5Zg,Warner Music Italy,Italy,Music,9/23/2010,2584268,1059
1386,UCBNOLn1xmXgdPMihoaI2eRg,Kan Atthakorn,Thailand,People & Blogs,2/4/2014,2583469,315
1387,UCYDmx2Sfpnaxg488yBpZIGg,starshipTV,"Korea, Republic of",Music,3/14/2010,2583068,873
1388,UCGUkuAaBDkYPdUhIetzLQxQ,Clevver Style,-,Howto & Style,7/12/2009,2582487,2050
1389,UCHFA6Nt11kE_8OWIya0SQDQ,PlayToys,Great-Britain,Entertainment,2/19/2015,2581597,498
1390,UCFYs3KYHDPoZfwGv0A4sYGQ,Life of Tom,Great-Britain,People & Blogs,9/25/2011,2579334,1103
1391,UCCsItl87tX8FubqNbdqOlhA,Ø¥Ø³ÙØ§Ø±Ø©,-,Entertainment,4/22/2014,2577737,350
1392,UCjDwvpIhyfBGz4bbH8bcvUg,ÐÐÐÐ ÐÐ¥ÐÐ,Russian Federation,Entertainment,9/19/2014,2576576,134
1393,UCj4I9NfO3xIvl-Ym2Qzib1Q,YouAlwaysWin,Canada,Gaming,2/10/2012,2576178,6460
1394,UCvqRdlKsE5Q8mf8YXbdIJLw,LoL Esports,-,Gaming,9/27/2012,2574216,6441
1395,UCNo7m7faHS9t3nSDfWXvGww,ilvostrocaroDexter,Italy,Entertainment,2/13/2012,2573383,1448
1396,UCRc1QYRg0L0q53wMAvUMxyg,Chiquititas SBT,Brazil,Entertainment,5/22/2013,2569214,1245
1397,UC9kvifn1C38ToEQFMwEx0Mg,Chris And Queen,United States,Entertainment,8/15/2016,2567605,421
1398,UCxNMYToYIBPYV829BJcmUQg,Chief Pat - Clash Royale,United States,Gaming,10/14/2012,2565427,1692
1399,UCXUVnTEsLZBim_WlWxBvEwA,CH7,Thailand,Entertainment,5/17/2010,2564906,10921
1400,UC3EFKdXAU99j3ppGgvTz7XQ,Bretman Rock,-,People & Blogs,9/23/2012,2560688,47
1401,UCeQEKFH31vvD-InkTGSvCrA,brusspup,-,Science & Technology,10/24/2008,2560196,223
1402,UCBdHwFIE4AJWSa3Wxdu7bAQ,fliptopbattles,-,Travel & Events,3/9/2010,2560000,752
1403,UC-PjJT0RVURj_L6D8D3WIww,Castro Brothers,Brazil,Comedy,2/24/2006,2559364,655
1404,UCfw8x3VR-ElcaWW2Tg_jgSA,Rebecca Zamolo,-,Comedy,11/20/2011,2558331,495
1405,UCu6oyJJ6PlkeNNv6n26ZNyA,Troom Troom Es,-,Howto & Style,2/5/2016,2558121,181
1406,UClx2ih2Nx8enGmsMsA6C3BQ,CAguileraVEVO,-,Music,9/2/2009,2556262,65
1407,UCMCgOm8GZkHp8zJ6l7_hIuA,Ð²ÐÑÐ´Ñ,-,People & Blogs,1/3/2014,2554784,46
1408,UCZm99IRWDIG1fxAgtkykAVA,ExpCaserosKids,-,Howto & Style,9/5/2013,2554729,220
1409,UC65l6SJeOEE8ROy4BbHYTlw,LizzzTV,Russian Federation,Entertainment,11/28/2010,2553472,793
1410,UCK376qNDlNZZDNHsnaWuTeg,AntVenom,United States,Gaming,10/30/2008,2552891,2235
1411,UC2VKCoZND5PENxAXLl8r6Jw,christianvib,-,Education,9/29/2006,2551730,965
1412,UCepUWUpH45hRTi-QePdq1Bg,Mnet Official,"Korea, Republic of",Entertainment,12/23/2013,2550743,7987
1413,UCpOjLndjOqMoffA-fr8cbKA,æ°´æºããã³ã,Japan,Entertainment,10/6/2014,2548632,1167
1414,UC371icpvZj2oQaocL0i9L-g,Dudu Moura,Brazil,Entertainment,3/2/2013,2548487,2873
1415,UC28NhCvMistzR3YxZ9TqSEQ,Bruno Correa,Brazil,Entertainment,9/10/2011,2548107,436
1416,UCe4yxFAIPvftQ9aYGzJ6iTA,GUSGRI,-,Comedy,6/16/2006,2548049,340
1417,UC-cnbLlplnXA4oc7rR21qzg,Lyna,-,Gaming,9/8/2014,2544777,1930
1418,UCIGcNlKQTDKyL7aZoqbR4bw,swiftor,United States,Gaming,4/26/2006,2542019,3065
1419,UCnJoUTYXU142gxoyDzp-KRQ,LuÃ­sa Sonza,Brazil,Music,3/10/2014,2540627,87
1420,UC9yXFuNnghsUHU6OpGg_MGA,SUPERFRUIT,-,Entertainment,8/5/2013,2540410,219
1421,UCEr55381WIqO1w_IzgcI5DQ,Anwar Jibawi,United States,Comedy,7/26/2016,2539151,59
1422,UCG5fkJ8-2b2ZjWpVNpr7Dqg,whitneyhoustonVEVO,-,Music,9/2/2009,2537069,60
1423,UC0Z9Id3pirzJg7JVUmiyPPw,HotSpanish Vlogs,-,People & Blogs,6/1/2016,2533124,497
1424,UC66D92nl_IcOq9q70h0x7xQ,ChildrenNurseryRhymes,-,Education,2/19/2015,2532665,47
1425,UCoy3dQzEdq1y2zMnT4pdj3Q,SriBalajiMovies,India,Entertainment,9/29/2011,2532438,17655
1426,UC4Pj9bZyfSiiNGNh1bbFoJA,heyitspriscila,-,People & Blogs,4/28/2012,2531059,263
1427,UCtgpDqkeOToveUgh8igrvXQ,KidsTV123,Great-Britain,Education,2/28/2009,2530780,201
1428,UCm6r_b2K5jn1JGkwDcwJXrQ,Ten Second Songs,United States,Music,3/15/2014,2527436,50
1429,UCmvqviNx70U0l4ZcvUAXxhA,Top 5 Best,Canada,Entertainment,4/14/2016,2524459,414
1430,UCaDVcGDMkvcRb4qGARkWlyg,SoulPancake,United States,Entertainment,8/8/2008,2524449,1068
1431,UCnbxcA3kZ_uUYIBHNvxpDQw,ÐÐÐÐÐÐÐ Ð¥ÐÐ§Ð,Russian Federation,People & Blogs,6/14/2015,2524117,173
1432,UCGbofRROopWrumVob5w61OA,Caso Cerrado,United States,Entertainment,3/12/2015,2523497,2240
1433,UCJQL1Fai-9GlVunsbP4x8Pg,MyHarto,-,Comedy,6/5/2009,2523218,584
1434,UCtqyFB7NfU2aHGAa6JnqHKQ,FaZe Censor,United States,People & Blogs,11/25/2011,2522763,1220
1435,UC0M0rxSz3IF0CsSour1iWmw,Cinemassacre,United States,Gaming,4/6/2006,2520647,1236
1436,UCkS8bfIrm38QCSQeOqRxR4A,Hannah Stocking,-,Comedy,9/26/2013,2518033,52
1437,UCX7CYiI89e6wBnwytOx8A-Q,Kids' Toys,Philippines,Entertainment,5/14/2012,2517102,691
1438,UCuSo4gcgxJRf4Bzu43wwVyg,Masha y el Oso,-,Film and Animation,2/12/2016,2512768,183
1439,UCvxi7_X1VSaMr_osIamYNaw,NMF News,India,News & Politics,10/22/2013,2508554,30959
1440,UCyKa1YNZLio6XfjMR7fw45Q,The Official GummibÃ¤r Channel,United States,Film and Animation,3/26/2008,2506581,298
1441,UCZGYJFUizSax-yElQaFDp5Q,Star Wars,-,Entertainment,8/27/2005,2503972,992
1442,UCEpId-jtRABuZyX6D2z6FZQ,MEGA Oficial,-,Entertainment,8/1/2012,2503593,14898
1443,UCYfybUu1hUKRZl3r7FYAgHg,MasterOv,Great-Britain,Gaming,9/30/2013,2503159,1447
1444,UCnWPDVXTezqRZMTqmnthgPg,DieLochis,Germany,Entertainment,8/24/2011,2501737,580
1445,UCRcgy6GzDeccI7dkbbBna3Q,LEMMiNO,Sweden,Entertainment,2/15/2012,2501678,152
1446,UCPk3RMMXAfLhMJPFpQhye9g,TiÃ«sto,Nederland,Music,2/1/2008,2501659,212
1447,UC7Rrbm84x8RK0OkKlHpmiUQ,Asubio Kids,-,Entertainment,10/3/2011,2499254,513
1448,UCGEULO7Ruetmngtl593OoXg,AbrahamMateoVEVO,EspaÃ±a,Music,9/1/2010,2499204,74
1449,UC_FR3q995pkpLT6DijPwYUg,Ana Vbon,-,Howto & Style,2/4/2010,2495964,130
1450,UCTCykZFeSbgMuL2ZzhSyVzg,GIOH,Brazil,People & Blogs,1/8/2016,2495304,117
